ID_COMUNE,COMUNE,OBS_VALUE,RESIDENTI,SUPERFICIE (KMQ),DENSITA_POPOLAZIONE,DENSITA_INCIDENTI,INCIDENTI_PRO_CAPITE(1000)
1026,Bobbio Pellice,0,537,94.0819,5.707792891087446,0.0,0.0
1027,Bollengo,26,2097,14.2234,147.43310319614156,1.8279736209345163,12.39866475917978
1028,Borgaro Torinese,75,11773,11.1039,1060.2581075117753,6.754383594953125,6.370508791302132
1029,Borgiallo,0,592,6.9648,84.99885136687341,0.0,0.0
1030,Borgofranco d'Ivrea,26,3590,13.4189,267.53310629038145,1.9375656722980272,7.242339832869081
1031,Borgomasino,1,772,12.3712,62.403000517330575,0.08083290222452147,1.2953367875647668
1032,Borgone Susa,20,2187,4.9617,440.7763468166152,4.03087651409799,9.144947416552355
1033,Bosconero,12,3074,10.919,281.5276124187196,1.0990017400860885,3.903708523096942
1034,Brandizzo,39,8798,6.2914,1398.4168865435356,6.198938233143656,4.432825642191407
1035,Bricherasio,30,4564,22.7585,200.54045741151657,1.318188808577015,6.573181419807186
1036,Brosso,0,402,11.135,36.10237988325101,0.0,0.0
1037,Brozolo,2,449,8.9504,50.16535573829103,0.2234537003932785,4.4543429844097995
1038,Bruino,40,8475,5.5701,1521.5166693596166,7.18119961939642,4.71976401179941
1039,Brusasco,6,1482,14.3592,103.20909242854755,0.41785057663379577,4.048582995951417
1040,Bruzolo,14,1487,12.5598,118.3936049937101,1.114667431010048,9.41492938802959
1041,Buriasco,16,1329,14.6868,90.48941907018548,1.089413623117357,12.039127163280662
1042,Burolo,4,1134,5.476,207.0854638422206,0.7304601899196493,3.527336860670194
1043,Busano,14,1622,5.0591,320.6103852463877,2.7672906248146902,8.631319358816276
1044,Bussoleno,40,5703,37.0661,153.86026584938799,1.0791531884929897,7.013852358407855
1045,Buttigliera Alta,11,6292,8.0973,777.0491398367357,1.3584775171970902,1.7482517482517483
1046,Cafasse,31,3334,10.2312,325.8659785753382,3.0299476112283994,9.298140371925616
1047,Caluso,46,7344,39.4925,185.95935937203268,1.1647781224283091,6.2636165577342044
1048,Cambiano,36,5915,14.1314,418.5714083530294,2.547518292596629,6.086221470836856
1049,Campiglione Fenile,5,1333,11.0863,120.2384925538728,0.45100709885173595,3.750937734433608
1050,Candia Canavese,13,1219,9.1318,133.48956394139162,1.4235966622133642,10.66447908121411
1051,Candiolo,26,5627,11.8499,474.8563279015013,2.1941113427117527,4.620579349564599
