Codice Ripartizione geografica,Codice Regione,Codice Provincia/Uts,Codice Comune (alfanumerico),Codice Comune (numerico),Comune,Comune (dizione straniera),Sigla automobilistica,Capoluogo di Provincia/Uts,Capoluogo di Regione,Popolazione legale,Anno Censimento,Superficie (Kmq),Anno (Superficie),Popolazione residente,Anno (Popolazione residente),TIME_PERIOD,Codice Provincia (Storico)
1,3,13,13144,13144,Maslianico,,CO,0,0,3464.0,2001,"1,2885",2004,3486,2004,2004,
1,3,13,13145,13145,Menaggio,,CO,0,0,3121.0,2001,"11,7701",2004,3173,2004,2004,
1,3,13,13147,13147,Merone,,CO,0,0,3597.0,2001,"3,2814",2004,3883,2004,2004,
1,3,13,13148,13148,Mezzegra,,CO,0,0,952.0,2001,"3,3255",2004,1015,2004,2004,
1,3,13,13152,13152,Moltrasio,,CO,0,0,1768.0,2001,"8,8974",2004,1765,2004,2004,
1,3,13,13153,13153,Monguzzo,,CO,0,0,1922.0,2001,"3,7270",2004,2009,2004,2004,
1,3,13,13154,13154,Montano Lucino,,CO,0,0,4296.0,2001,"5,2230",2004,4542,2004,2004,
1,3,13,13155,13155,Montemezzo,,CO,0,0,287.0,2001,"9,0152",2004,272,2004,2004,
1,3,13,13157,13157,Montorfano,,CO,0,0,2489.0,2001,"3,5169",2004,2599,2004,2004,
1,3,13,13159,13159,Mozzate,,CO,0,0,6874.0,2001,"10,6815",2004,7381,2004,2004,
1,3,13,13160,13160,Musso,,CO,0,0,1067.0,2001,"3,7055",2004,1061,2004,2004,
1,3,13,13161,13161,Nesso,,CO,0,0,1302.0,2001,"15,0301",2004,1303,2004,2004,
1,3,13,13163,13163,Novedrate,,CO,0,0,2889.0,2001,"2,9209",2004,2945,2004,2004,
1,3,13,13165,13165,Olgiate Comasco,,CO,0,0,10354.0,2001,"10,9644",2004,10865,2004,2004,
1,3,13,13169,13169,Oltrona di San Mamette,,CO,0,0,2097.0,2001,"2,6880",2004,2188,2004,2004,
1,3,13,13170,13170,Orsenigo,,CO,0,0,2340.0,2001,"4,4607",2004,2465,2004,2004,
1,3,13,13172,13172,Ossuccio,,CO,0,0,940.0,2001,"8,3421",2004,973,2004,2004,
1,3,13,13175,13175,Parè,,CO,0,0,1534.0,2001,"2,2138",2004,1702,2004,2004,
1,3,13,13178,13178,Peglio,,CO,0,0,197.0,2001,"10,5747",2004,219,2004,2004,
1,3,13,13179,13179,Pellio Intelvi,,CO,0,0,871.0,2001,"9,9935",2004,950,2004,2004,
1,3,13,13183,13183,Pianello del Lario,,CO,0,0,1030.0,2001,"9,7955",2004,1037,2004,2004,
1,3,13,13184,13184,Pigra,,CO,0,0,302.0,2001,"4,5334",2004,293,2004,2004,
1,3,13,13185,13185,Plesio,,CO,0,0,805.0,2001,"16,9040",2004,836,2004,2004,
1,3,13,13186,13186,Pognana Lario,,CO,0,0,901.0,2001,"5,0749",2004,866,2004,2004,
1,3,13,13187,13187,Ponna,,CO,0,0,262.0,2001,"5,8112",2004,263,2004,2004,
1,3,13,13188,13188,Ponte Lambro,,CO,0,0,4066.0,2001,"3,3802",2004,4099,2004,2004,
1,3,13,13189,13189,Porlezza,,CO,0,0,4144.0,2001,"18,6400",2004,4306,2004,2004,
1,3,13,13192,13192,Proserpio,,CO,0,0,910.0,2001,"2,2991",2004,949,2004,2004,
1,3,13,13193,13193,Pusiano,,CO,0,0,1166.0,2001,"3,2026",2004,1250,2004,2004,
1,3,13,13194,13194,Ramponio Verna,,CO,0,0,403.0,2001,"4,9165",2004,434,2004,2004,
1,3,13,13195,13195,Rezzago,,CO,0,0,274.0,2001,"4,0752",2004,290,2004,2004,
1,3,13,13197,13197,Rodero,,CO,0,0,1073.0,2001,"2,5208",2004,1110,2004,2004,
1,3,13,13199,13199,Ronago,,CO,0,0,1498.0,2001,"2,0864",2004,1649,2004,2004,
1,3,13,13201,13201,Rovellasca,,CO,0,0,6279.0,2001,"3,5680",2004,6716,2004,2004,
1,3,13,13202,13202,Rovello Porro,,CO,0,0,5512.0,2001,"5,5316",2004,5763,2004,2004,
1,3,13,13203,13203,Sala Comacina,,CO,0,0,604.0,2001,"4,7342",2004,631,2004,2004,
1,3,13,13204,13204,San Bartolomeo Val Cavargna,,CO,0,0,1118.0,2001,"10,5077",2004,1104,2004,2004,
1,3,13,13205,13205,San Fedele Intelvi,,CO,0,0,1491.0,2001,"11,2137",2004,1606,2004,2004,
1,3,13,13206,13206,San Fermo della Battaglia,,CO,0,0,4189.0,2001,"3,0917",2004,4259,2004,2004,
1,3,13,13207,13207,San Nazzaro Val Cavargna,,CO,0,0,419.0,2001,"12,9930",2004,391,2004,2004,
1,3,13,13211,13211,Schignano,,CO,0,0,935.0,2001,"10,1171",2004,950,2004,2004,
1,3,13,13212,13212,Senna Comasco,,CO,0,0,2766.0,2001,"2,7868",2004,3010,2004,2004,
1,3,13,13215,13215,Solbiate,,CO,0,0,2248.0,2001,"4,0937",2004,2361,2004,2004,
1,3,13,13216,13216,Sorico,,CO,0,0,1204.0,2001,"24,2332",2004,1169,2004,2004,
1,3,13,13217,13217,Sormano,,CO,0,0,633.0,2001,"10,7425",2004,711,2004,2004,
1,3,13,13218,13218,Stazzona,,CO,0,0,675.0,2001,"7,2943",2004,668,2004,2004,
1,3,13,13222,13222,Tavernerio,,CO,0,0,5357.0,2001,"11,9054",2004,5521,2004,2004,
1,3,13,13223,13223,Torno,,CO,0,0,1222.0,2001,"7,5288",2004,1221,2004,2004,
1,3,13,13225,13225,Tremezzo,,CO,0,0,1314.0,2001,"7,8070",2004,1327,2004,2004,
1,3,13,13226,13226,Trezzone,,CO,0,0,202.0,2001,"3,9091",2004,222,2004,2004,
1,3,13,13227,13227,Turate,,CO,0,0,7851.0,2001,"10,2824",2004,8311,2004,2004,
1,3,13,13228,13228,Uggiate-Trevano,,CO,0,0,3863.0,2001,"5,7844",2004,4002,2004,2004,
1,3,13,13229,13229,Valbrona,,CO,0,0,2451.0,2001,"13,6474",2004,2577,2004,2004,
1,3,13,13232,13232,Valmorea,,CO,0,0,2553.0,2001,"3,1320",2004,2675,2004,2004,
1,3,13,13233,13233,Val Rezzo,,CO,0,0,217.0,2001,"6,6115",2004,205,2004,2004,
1,3,13,13234,13234,Valsolda,,CO,0,0,1730.0,2001,"31,7405",2004,1646,2004,2004,
1,3,13,13236,13236,Veleso,,CO,0,0,297.0,2001,"5,8606",2004,271,2004,2004,
1,3,13,13238,13238,Veniano,,CO,0,0,2334.0,2001,"3,1517",2004,2436,2004,2004,
1,3,13,13239,13239,Vercana,,CO,0,0,730.0,2001,"15,0078",2004,725,2004,2004,
1,3,13,13242,13242,Vertemate con Minoprio,,CO,0,0,3851.0,2001,"5,7469",2004,3923,2004,2004,
1,3,13,13245,13245,Villa Guardia,,CO,0,0,6487.0,2001,"7,8680",2004,6827,2004,2004,
1,3,13,13246,13246,Zelbio,,CO,0,0,195.0,2001,"4,5952",2004,212,2004,2004,
1,3,13,13248,13248,San Siro,,CO,0,0,1865.0,2001,"18,7866",2004,1822,2004,2004,
1,3,14,14001,14001,Albaredo per San Marco,,SO,0,0,408.0,2001,"18,3743",2004,395,2004,2004,
1,3,14,14002,14002,Albosaggia,,SO,0,0,3084.0,2001,"34,3462",2004,3144,2004,2004,
1,3,14,14003,14003,Andalo Valtellino,,SO,0,0,548.0,2001,"6,7750",2004,569,2004,2004,
1,3,14,14004,14004,Aprica,,SO,0,0,1588.0,2001,"20,3652",2004,1618,2004,2004,
1,3,14,14005,14005,Ardenno,,SO,0,0,3122.0,2001,"17,1442",2004,3207,2004,2004,
1,3,14,14006,14006,Bema,,SO,0,0,144.0,2001,"19,2215",2004,150,2004,2004,
1,3,14,14007,14007,Berbenno di Valtellina,,SO,0,0,4177.0,2001,"35,5948",2004,4284,2004,2004,
1,3,14,14008,14008,Bianzone,,SO,0,0,1220.0,2001,"17,1065",2004,1241,2004,2004,
1,3,14,14009,14009,Bormio,,SO,0,0,4096.0,2001,"41,4214",2004,4054,2004,2004,
1,3,14,14010,14010,Buglio in Monte,,SO,0,0,2038.0,2001,"27,7070",2004,2071,2004,2004,
1,3,14,14011,14011,Caiolo,,SO,0,0,956.0,2001,"32,9723",2004,1001,2004,2004,
1,3,14,14012,14012,Campodolcino,,SO,0,0,1086.0,2001,"48,4884",2004,1070,2004,2004,
1,3,14,14013,14013,Caspoggio,,SO,0,0,1586.0,2001,"7,3122",2004,1553,2004,2004,
1,3,14,14014,14014,Castello dell'Acqua,,SO,0,0,700.0,2001,"14,0700",2004,692,2004,2004,
1,3,14,14015,14015,Castione Andevenno,,SO,0,0,1553.0,2001,"17,0329",2004,1554,2004,2004,
1,3,14,14016,14016,Cedrasco,,SO,0,0,484.0,2001,"14,4204",2004,478,2004,2004,
1,3,14,14017,14017,Cercino,,SO,0,0,689.0,2001,"5,6854",2004,719,2004,2004,
1,3,14,14018,14018,Chiavenna,,SO,0,0,7239.0,2001,"10,7709",2004,7212,2004,2004,
1,3,14,14019,14019,Chiesa in Valmalenco,,SO,0,0,2755.0,2001,"107,5975",2004,2702,2004,2004,
1,3,14,14020,14020,Chiuro,,SO,0,0,2495.0,2001,"51,7567",2004,2494,2004,2004,
1,3,14,14021,14021,Cino,,SO,0,0,335.0,2001,"5,0707",2004,358,2004,2004,
1,3,14,14022,14022,Civo,,SO,0,0,1026.0,2001,"25,1361",2004,1058,2004,2004,
1,3,14,14023,14023,Colorina,,SO,0,0,1453.0,2001,"17,8352",2004,1479,2004,2004,
1,3,14,14024,14024,Cosio Valtellino,,SO,0,0,5135.0,2001,"23,9901",2004,5197,2004,2004,
1,3,14,14025,14025,Dazio,,SO,0,0,347.0,2001,"3,7335",2004,383,2004,2004,
1,3,14,14026,14026,Delebio,,SO,0,0,2996.0,2001,"22,5560",2004,3024,2004,2004,
1,3,14,14027,14027,Dubino,,SO,0,0,3160.0,2001,"13,4967",2004,3268,2004,2004,
1,3,14,14028,14028,Faedo Valtellino,,SO,0,0,539.0,2001,"4,7991",2004,555,2004,2004,
1,3,14,14029,14029,Forcola,,SO,0,0,874.0,2001,"15,8975",2004,873,2004,2004,
1,3,14,14030,14030,Fusine,,SO,0,0,657.0,2001,"37,5951",2004,652,2004,2004,
1,3,14,14031,14031,Gerola Alta,,SO,0,0,249.0,2001,"37,4263",2004,236,2004,2004,
1,3,14,14032,14032,Gordona,,SO,0,0,1751.0,2001,"48,4131",2004,1766,2004,2004,
1,3,14,14033,14033,Grosio,,SO,0,0,4827.0,2001,"126,9158",2004,4795,2004,2004,
1,3,14,14034,14034,Grosotto,,SO,0,0,1686.0,2001,"53,1233",2004,1652,2004,2004,
1,3,14,14035,14035,Madesimo,,SO,0,0,581.0,2001,"85,6544",2004,600,2004,2004,
1,3,14,14036,14036,Lanzada,,SO,0,0,1440.0,2001,"117,1650",2004,1435,2004,2004,
1,3,14,14037,14037,Livigno,,SO,0,0,5069.0,2001,"227,2927",2004,5269,2004,2004,
1,3,14,14038,14038,Lovero,,SO,0,0,635.0,2001,"13,4605",2004,674,2004,2004,
1,3,14,14039,14039,Mantello,,SO,0,0,683.0,2001,"3,7844",2004,700,2004,2004,
1,3,14,14040,14040,Mazzo di Valtellina,,SO,0,0,1045.0,2001,"15,3244",2004,1078,2004,2004,
1,3,14,14041,14041,Mello,,SO,0,0,985.0,2001,"11,4294",2004,993,2004,2004,
1,3,14,14042,14042,Menarola,,SO,0,0,43.0,2001,"14,4612",2004,41,2004,2004,
1,3,14,14043,14043,Mese,,SO,0,0,1619.0,2001,"4,1455",2004,1655,2004,2004,
1,3,14,14044,14044,Montagna in Valtellina,,SO,0,0,2890.0,2001,"44,9738",2004,2994,2004,2004,
1,3,14,14045,14045,Morbegno,,SO,0,0,11087.0,2001,"15,4021",2004,11354,2004,2004,
1,3,14,14046,14046,Novate Mezzola,,SO,0,0,1645.0,2001,"99,7437",2004,1699,2004,2004,
1,3,14,14047,14047,Pedesina,,SO,0,0,34.0,2001,"6,2997",2004,47,2004,2004,
1,3,14,14048,14048,Piantedo,,SO,0,0,1189.0,2001,"6,6867",2004,1264,2004,2004,
1,3,14,14049,14049,Piateda,,SO,0,0,2320.0,2001,"70,7998",2004,2292,2004,2004,
1,3,14,14050,14050,Piuro,,SO,0,0,1913.0,2001,"84,2534",2004,1932,2004,2004,
1,3,14,14051,14051,Poggiridenti,,SO,0,0,1807.0,2001,"2,8988",2004,1861,2004,2004,
1,3,14,14052,14052,Ponte in Valtellina,,SO,0,0,2252.0,2001,"67,7265",2004,2218,2004,2004,
1,3,14,14053,14053,Postalesio,,SO,0,0,609.0,2001,"10,5844",2004,620,2004,2004,
1,3,14,14054,14054,Prata Camportaccio,,SO,0,0,2727.0,2001,"27,7578",2004,2743,2004,2004,
1,3,14,14055,14055,Rasura,,SO,0,0,306.0,2001,"6,0003",2004,297,2004,2004,
1,3,14,14056,14056,Rogolo,,SO,0,0,501.0,2001,"12,8248",2004,499,2004,2004,
1,3,14,14057,14057,Samolaco,,SO,0,0,2829.0,2001,"45,8974",2004,2910,2004,2004,
1,3,14,14058,14058,San Giacomo Filippo,,SO,0,0,472.0,2001,"61,8501",2004,450,2004,2004,
1,3,14,14059,14059,Sernio,,SO,0,0,445.0,2001,"9,5235",2004,470,2004,2004,
1,3,14,14060,14060,Sondalo,,SO,0,0,4499.0,2001,"95,4525",2004,4489,2004,2004,
1,3,14,14061,14061,Sondrio,,SO,1,0,21642.0,2001,"20,8748",2004,21538,2004,2004,
1,3,14,14062,14062,Spriana,,SO,0,0,117.0,2001,"7,6849",2004,104,2004,2004,
1,3,14,14063,14063,Talamona,,SO,0,0,4506.0,2001,"21,0512",2004,4633,2004,2004,
1,3,14,14064,14064,Tartano,,SO,0,0,262.0,2001,"47,2737",2004,239,2004,2004,
1,3,14,14065,14065,Teglio,,SO,0,0,4797.0,2001,"115,3175",2004,4740,2004,2004,
1,3,14,14066,14066,Tirano,,SO,0,0,9044.0,2001,"32,3744",2004,9088,2004,2004,
1,3,14,14067,14067,Torre di Santa Maria,,SO,0,0,892.0,2001,"44,2368",2004,890,2004,2004,
1,3,14,14068,14068,Tovo di Sant'Agata,,SO,0,0,569.0,2001,"11,1463",2004,576,2004,2004,
1,3,14,14069,14069,Traona,,SO,0,0,2187.0,2001,"6,3756",2004,2322,2004,2004,
1,3,14,14070,14070,Tresivio,,SO,0,0,1943.0,2001,"15,0134",2004,2008,2004,2004,
1,3,14,14071,14071,Valdidentro,,SO,0,0,3908.0,2001,"226,7227",2004,3992,2004,2004,
1,3,14,14072,14072,Valdisotto,,SO,0,0,3217.0,2001,"89,5706",2004,3381,2004,2004,
1,3,14,14073,14073,Valfurva,,SO,0,0,2742.0,2001,"215,0275",2004,2720,2004,2004,
1,3,14,14074,14074,Val Masino,,SO,0,0,963.0,2001,"116,7085",2004,973,2004,2004,
1,3,14,14075,14075,Verceia,,SO,0,0,1116.0,2001,"11,3774",2004,1101,2004,2004,
1,3,14,14076,14076,Vervio,,SO,0,0,239.0,2001,"12,4053",2004,235,2004,2004,
1,3,14,14077,14077,Villa di Chiavenna,,SO,0,0,1116.0,2001,"32,5223",2004,1126,2004,2004,
1,3,14,14078,14078,Villa di Tirano,,SO,0,0,2968.0,2001,"24,7393",2004,3001,2004,2004,
1,3,15,15002,15002,Abbiategrasso,,MI,0,0,27739.0,2001,"47,7777",2004,29130,2004,2004,
1,3,15,15003,15003,Agrate Brianza,,MI,0,0,12708.0,2001,"11,2281",2004,13677,2004,2004,
1,3,15,15004,15004,Aicurzio,,MI,0,0,1980.0,2001,"2,4676",2004,2009,2004,2004,
1,3,15,15005,15005,Albairate,,MI,0,0,4148.0,2001,"14,9817",2004,4356,2004,2004,
1,3,15,15006,15006,Albiate,,MI,0,0,5216.0,2001,"2,8631",2004,5703,2004,2004,
1,3,15,15007,15007,Arconate,,MI,0,0,5440.0,2001,"8,4210",2004,5842,2004,2004,
1,3,15,15008,15008,Arcore,,MI,0,0,16663.0,2001,"9,2455",2004,16916,2004,2004,
1,3,15,15009,15009,Arese,,MI,0,0,18771.0,2001,"6,5634",2004,19169,2004,2004,
1,3,15,15010,15010,Arluno,,MI,0,0,9815.0,2001,"12,3619",2004,10354,2004,2004,
1,3,15,15011,15011,Assago,,MI,0,0,7447.0,2001,"8,0520",2004,7723,2004,2004,
1,3,15,15012,15012,Bareggio,,MI,0,0,15759.0,2001,"11,3841",2004,16205,2004,2004,
1,3,15,15013,15013,Barlassina,,MI,0,0,5927.0,2001,"2,7559",2004,6234,2004,2004,
1,3,15,15014,15014,Basiano,,MI,0,0,2868.0,2001,"4,5856",2004,3124,2004,2004,
1,3,15,15015,15015,Basiglio,,MI,0,0,8336.0,2001,"8,4922",2004,8276,2004,2004,
1,3,15,15016,15016,Bellinzago Lombardo,,MI,0,0,3538.0,2001,"4,5903",2004,3661,2004,2004,
1,3,15,15017,15017,Bellusco,,MI,0,0,6162.0,2001,"6,5372",2004,6755,2004,2004,
1,3,15,15018,15018,Bernareggio,,MI,0,0,8298.0,2001,"5,9338",2004,8956,2004,2004,
1,3,15,15019,15019,Bernate Ticino,,MI,0,0,2941.0,2001,"12,1613",2004,2980,2004,2004,
1,3,15,15021,15021,Besana in Brianza,,MI,0,0,14177.0,2001,"15,7027",2004,14515,2004,2004,
1,3,15,15022,15022,Besate,,MI,0,0,1729.0,2001,"12,7426",2004,1823,2004,2004,
1,3,15,15023,15023,Biassono,,MI,0,0,11088.0,2001,"4,8948",2004,11325,2004,2004,
1,3,15,15024,15024,Binasco,,MI,0,0,6921.0,2001,"3,8715",2004,7202,2004,2004,
1,3,15,15026,15026,Boffalora sopra Ticino,,MI,0,0,4265.0,2001,"7,6528",2004,4345,2004,2004,
1,3,15,15027,15027,Bollate,,MI,0,0,46781.0,2001,"13,1393",2004,37126,2004,2004,
1,3,15,15030,15030,Bovisio-Masciago,,MI,0,0,13367.0,2001,"4,9334",2004,14805,2004,2004,
1,3,15,15032,15032,Bresso,,MI,0,0,27132.0,2001,"3,3825",2004,26764,2004,2004,
1,3,15,15033,15033,Briosco,,MI,0,0,5615.0,2001,"6,6082",2004,5672,2004,2004,
1,3,15,15034,15034,Brugherio,,MI,0,0,31470.0,2001,"10,4122",2004,32637,2004,2004,
1,3,15,15035,15035,Bubbiano,,MI,0,0,1404.0,2001,"2,9489",2004,1699,2004,2004,
1,3,15,15036,15036,Buccinasco,,MI,0,0,24877.0,2001,"12,0036",2004,26292,2004,2004,
1,3,15,15037,15037,Burago di Molgora,,MI,0,0,4141.0,2001,"3,4332",2004,4107,2004,2004,
1,3,15,15038,15038,Buscate,,MI,0,0,4228.0,2001,"7,8322",2004,4409,2004,2004,
1,3,15,15039,15039,Busnago,,MI,0,0,4576.0,2001,"5,7763",2004,4901,2004,2004,
1,3,15,15040,15040,Bussero,,MI,0,0,8493.0,2001,"4,5863",2004,8584,2004,2004,
1,3,15,15041,15041,Busto Garolfo,,MI,0,0,12506.0,2001,"12,9836",2004,12734,2004,2004,
1,3,15,15042,15042,Calvignasco,,MI,0,0,1029.0,2001,"1,7272",2004,1069,2004,2004,
1,3,15,15044,15044,Cambiago,,MI,0,0,4852.0,2001,"7,1802",2004,5764,2004,2004,
1,3,15,15045,15045,Camparada,,MI,0,0,1703.0,2001,"1,5652",2004,1922,2004,2004,
1,3,15,15046,15046,Canegrate,,MI,0,0,11810.0,2001,"5,2532",2004,12045,2004,2004,
1,3,15,15047,15047,Caponago,,MI,0,0,4524.0,2001,"5,0386",2004,4950,2004,2004,
1,3,15,15048,15048,Carate Brianza,,MI,0,0,16119.0,2001,"9,8894",2004,17172,2004,2004,
1,3,15,15049,15049,Carnate,,MI,0,0,7335.0,2001,"3,4702",2004,7503,2004,2004,
1,3,15,15050,15050,Carpiano,,MI,0,0,2409.0,2001,"17,2564",2004,2450,2004,2004,
1,3,15,15051,15051,Carugate,,MI,0,0,12635.0,2001,"5,3859",2004,13328,2004,2004,
1,3,15,15055,15055,Casarile,,MI,0,0,3572.0,2001,"7,2971",2004,3634,2004,2004,
1,3,15,15058,15058,Casorezzo,,MI,0,0,4633.0,2001,"6,5951",2004,5025,2004,2004,
1,3,15,15059,15059,Cassano d'Adda,,MI,0,0,16665.0,2001,"18,6010",2004,17165,2004,2004,
1,3,15,15060,15060,Cassina de' Pecchi,,MI,0,0,12326.0,2001,"7,2096",2004,12328,2004,2004,
1,3,15,15061,15061,Cassinetta di Lugagnano,,MI,0,0,1577.0,2001,"3,3175",2004,1699,2004,2004,
1,3,15,15062,15062,Castano Primo,,MI,0,0,9951.0,2001,"19,1724",2004,10304,2004,2004,
1,3,15,15068,15068,Cavenago di Brianza,,MI,0,0,6116.0,2001,"4,3932",2004,6278,2004,2004,
1,3,15,15069,15069,Ceriano Laghetto,,MI,0,0,5440.0,2001,"7,0780",2004,5775,2004,2004,
1,3,15,15070,15070,Cernusco sul Naviglio,,MI,0,0,26958.0,2001,"13,2207",2004,28057,2004,2004,
1,3,15,15071,15071,Cerro al Lambro,,MI,0,0,4348.0,2001,"10,0224",2004,4429,2004,2004,
1,3,15,15072,15072,Cerro Maggiore,,MI,0,0,13893.0,2001,"10,1073",2004,14216,2004,2004,
1,3,15,15074,15074,Cesano Boscone,,MI,0,0,23593.0,2001,"3,9388",2004,23362,2004,2004,
1,3,15,15075,15075,Cesano Maderno,,MI,0,0,33094.0,2001,"11,5134",2004,34279,2004,2004,
1,3,15,15076,15076,Cesate,,MI,0,0,12317.0,2001,"5,7681",2004,12870,2004,2004,
1,3,15,15077,15077,Cinisello Balsamo,,MI,0,0,72050.0,2001,"12,7241",2004,71982,2004,2004,
1,3,15,15078,15078,Cisliano,,MI,0,0,3303.0,2001,"14,6764",2004,3320,2004,2004,
1,3,15,15080,15080,Cogliate,,MI,0,0,7656.0,2001,"6,9549",2004,7855,2004,2004,
1,3,15,15081,15081,Cologno Monzese,,MI,0,0,48262.0,2001,"8,3961",2004,47946,2004,2004,
1,3,15,15082,15082,Colturano,,MI,0,0,1934.0,2001,"4,1644",2004,2026,2004,2004,
1,3,15,15084,15084,Concorezzo,,MI,0,0,14204.0,2001,"8,4875",2004,14473,2004,2004,
1,3,15,15085,15085,Corbetta,,MI,0,0,13735.0,2001,"18,6868",2004,14475,2004,2004,
1,3,15,15086,15086,Cormano,,MI,0,0,18056.0,2001,"4,4735",2004,18059,2004,2004,
1,3,15,15087,15087,Cornaredo,,MI,0,0,19928.0,2001,"11,0674",2004,20322,2004,2004,
1,3,15,15088,15088,Cornate d'Adda,,MI,0,0,9238.0,2001,"13,8153",2004,9593,2004,2004,
1,3,15,15092,15092,Correzzana,,MI,0,0,1849.0,2001,"2,4858",2004,2080,2004,2004,
1,3,15,15093,15093,Corsico,,MI,0,0,33273.0,2001,"5,3573",2004,32957,2004,2004,
1,3,15,15096,15096,Cuggiono,,MI,0,0,7516.0,2001,"14,9242",2004,7806,2004,2004,
1,3,15,15097,15097,Cusago,,MI,0,0,3046.0,2001,"11,4585",2004,3375,2004,2004,
1,3,15,15098,15098,Cusano Milanino,,MI,0,0,19850.0,2001,"3,0817",2004,19365,2004,2004,
1,3,15,15099,15099,Dairago,,MI,0,0,4580.0,2001,"5,6354",2004,4805,2004,2004,
1,3,15,15100,15100,Desio,,MI,0,0,35069.0,2001,"14,7563",2004,37057,2004,2004,
1,3,15,15101,15101,Dresano,,MI,0,0,2342.0,2001,"3,4790",2004,2550,2004,2004,
1,3,15,15103,15103,Gaggiano,,MI,0,0,8111.0,2001,"26,2559",2004,8379,2004,2004,
1,3,15,15105,15105,Garbagnate Milanese,,MI,0,0,27276.0,2001,"8,9951",2004,27236,2004,2004,
1,3,15,15106,15106,Gessate,,MI,0,0,5508.0,2001,"7,7593",2004,6477,2004,2004,
1,3,15,15107,15107,Giussano,,MI,0,0,21775.0,2001,"10,2803",2004,22700,2004,2004,
1,3,15,15108,15108,Gorgonzola,,MI,0,0,17674.0,2001,"10,5801",2004,18161,2004,2004,
1,3,15,15110,15110,Grezzago,,MI,0,0,2090.0,2001,"2,4596",2004,2436,2004,2004,
1,3,15,15112,15112,Gudo Visconti,,MI,0,0,1309.0,2001,"6,1012",2004,1418,2004,2004,
1,3,15,15113,15113,Inveruno,,MI,0,0,8236.0,2001,"12,1348",2004,8398,2004,2004,
1,3,15,15114,15114,Inzago,,MI,0,0,8919.0,2001,"12,2054",2004,9226,2004,2004,
1,3,15,15115,15115,Lacchiarella,,MI,0,0,7248.0,2001,"24,0401",2004,7484,2004,2004,
1,3,15,15116,15116,Lainate,,MI,0,0,23660.0,2001,"12,9333",2004,24025,2004,2004,
1,3,15,15117,15117,Lazzate,,MI,0,0,6423.0,2001,"5,3149",2004,6911,2004,2004,
1,3,15,15118,15118,Legnano,,MI,0,0,53797.0,2001,"17,6501",2004,55268,2004,2004,
1,3,15,15119,15119,Lentate sul Seveso,,MI,0,0,14366.0,2001,"13,9773",2004,14651,2004,2004,
1,3,15,15120,15120,Lesmo,,MI,0,0,6469.0,2001,"5,1856",2004,6888,2004,2004,
1,3,15,15121,15121,Limbiate,,MI,0,0,31551.0,2001,"12,2850",2004,32040,2004,2004,
1,3,15,15122,15122,Liscate,,MI,0,0,3408.0,2001,"9,4067",2004,3574,2004,2004,
1,3,15,15123,15123,Lissone,,MI,0,0,34450.0,2001,"9,2958",2004,36771,2004,2004,
1,3,15,15125,15125,Locate di Triulzi,,MI,0,0,8222.0,2001,"12,4645",2004,8618,2004,2004,
1,3,15,15129,15129,Macherio,,MI,0,0,6461.0,2001,"3,1826",2004,6754,2004,2004,
1,3,15,15130,15130,Magenta,,MI,0,0,22839.0,2001,"21,9911",2004,23052,2004,2004,
1,3,15,15131,15131,Magnago,,MI,0,0,7811.0,2001,"11,2300",2004,8260,2004,2004,
1,3,15,15134,15134,Marcallo con Casone,,MI,0,0,5192.0,2001,"8,2061",2004,5483,2004,2004,
1,3,15,15136,15136,Masate,,MI,0,0,2459.0,2001,"4,3852",2004,2522,2004,2004,
1,3,15,15138,15138,Meda,,MI,0,0,21266.0,2001,"8,3083",2004,21885,2004,2004,
1,3,15,15139,15139,Mediglia,,MI,0,0,10287.0,2001,"22,0824",2004,11530,2004,2004,
1,3,15,15140,15140,Melegnano,,MI,0,0,15761.0,2001,"4,9985",2004,16248,2004,2004,
1,3,15,15142,15142,Melzo,,MI,0,0,18546.0,2001,"9,8205",2004,18358,2004,2004,
1,3,15,15144,15144,Mesero,,MI,0,0,3490.0,2001,"5,6397",2004,3574,2004,2004,
1,3,15,15145,15145,Mezzago,,MI,0,0,3506.0,2001,"4,3185",2004,3492,2004,2004,
1,3,15,15146,15146,Milano,,MI,1,1,1256211.0,2001,"181,6706",2004,1258127,2004,2004,
1,3,15,15147,15147,Misinto,,MI,0,0,4108.0,2001,"5,1093",2004,4535,2004,2004,
1,3,15,15149,15149,Monza,,MI,0,0,120204.0,2001,"33,0966",2004,121166,2004,2004,
1,3,15,15150,15150,Morimondo,,MI,0,0,1134.0,2001,"26,0014",2004,1197,2004,2004,
1,3,15,15151,15151,Motta Visconti,,MI,0,0,6242.0,2001,"10,5128",2004,6932,2004,2004,
1,3,15,15152,15152,Muggiò,,MI,0,0,21207.0,2001,"5,4764",2004,22146,2004,2004,
1,3,15,15154,15154,Nerviano,,MI,0,0,16810.0,2001,"13,2583",2004,17438,2004,2004,
1,3,15,15155,15155,Nosate,,MI,0,0,638.0,2001,"4,8760",2004,657,2004,2004,
1,3,15,15156,15156,Nova Milanese,,MI,0,0,21999.0,2001,"5,8580",2004,22287,2004,2004,
1,3,15,15157,15157,Novate Milanese,,MI,0,0,19889.0,2001,"5,4620",2004,20044,2004,2004,
1,3,15,15158,15158,Noviglio,,MI,0,0,3025.0,2001,"15,8582",2004,3392,2004,2004,
